date,sub_title,text,url,section,title,author
02/Apr/2019 14:50:42,,,https://www.diariodocentrodomundo.com.br/video-empresario-que-diz-ser-responsavel-por-video-pro-golpe-se-candidatou-a-presidente-do-corinthians/,Esporte,VÍDEO – Empresário que diz ser responsável por vídeo pró-golpe se candidatou a presidente do Corinthians,Davi Nogueira
04/Apr/2019 23:47:36,,"Representando um grupo de promotores e procuradores de Justiça, Afrânio Silva Jardim, que esteve no Ministério Público por 31 anos, concedeu entrevista na saída da visita ao ex-presidente Luiz Inácio Lula da Silva, em Curitiba (PR).,O ex-promotor declarou que “falam em Operação Lava Jato como uma forma de blindagem. Prendem o Cabral no Rio de Janeiro, e não tem nada a ver com Lava Jato. Usam o nome como um carimbo. Se o tribunal soltar é porque é a favor da corrupção, é contra a Lava Jato. É uma estratégia da mídia, da direita do sistema financeiro, e muito bem articulada.”,Afrânio também disse que os tribunais e o Ministério Público “entram nesse jogo” por uma questão ideológica. “No MP, hoje, 60% são de direita ou de extrema direita. Muitos dos membros dos tribunais superiores também são de direita, anti-PT, antissocialistas e a questão política contamina a imparcialidade.” E concluiu, “Se não fosse o Lula, esse processo estaria natimorto há muito tempo. A denúncia poderia até ser rejeitada. É um processo patológico.”,Em relação ao aspecto técnico, ele diz que, se um aluno dele na Universidade Estadual do Rio de Janeiro (UERJ) tivesse feito a primeira denúncia contra Lula, estaria reprovado. “A denúncia é inepta, incompetente no sentido técnico. São várias questões absurdas, mas os tribunais fecham os olhos para isso”, comenta.,E explica que nessas denúncias não se sabe nem qual é a acusação. “Fica diluída, usam vários verbos, Lula aceitou, Lula adquiriu, Lula dormiu, Lula recebeu… A acusação é genérica e varia de acordo com os acontecimentos. No último depoimento, o ex-presidente foi se defender [e disse]: ‘O sítio não é meu’. [Então] a juíza falou que a acusação não era essa. Que estaria sendo acusado pelas ‘obras do sítio’. Mas então mudou a acusação? A acusação é genérica, ampla, kafkaniana.”,Sobre como vai se resolver isso, Afrânio diz não ter respostas no momento, mas comenta que “Lula não praticou um crime político, mas é um preso político. Porque a prisão e a manutenção da prisão dele são políticas”.",https://www.diariodocentrodomundo.com.br/se-nao-fosse-lula-o-processo-estaria-morto-diz-procurador-de-justica-apos-visita-por-fredi-vasconcelos/,Politica,"“Se não fosse Lula, o processo estaria morto”, diz procurador de Justiça após visita. Por Frédi Vasconcelos",Diario do Centro do Mundo
04/Apr/2019 22:07:04,,,https://www.diariodocentrodomundo.com.br/video-temer-critica-o-mpf-e-o-juiz-bretas-em-primeira-entrevista-apos-a-prisao/,Politica,VÍDEO: Temer critica o MPF e o juiz Bretas em primeira entrevista após a prisão,Pedro Zambarda de Araujo
04/Apr/2019 21:02:50,,,https://www.diariodocentrodomundo.com.br/essencial-do-dcm-moro-estreia-no-twitter-e-vira-piada-nacional/,Politica,Essencial do DCM – Moro estreia no Twitter e vira piada nacional,Pedro Zambarda de Araujo
04/Apr/2019 20:35:53,,"O embate violento entre Zeca Dirceu e Paulo Guedes deixou em segundo plano observações muito importantes, sobre a participação do superministro Paulo Guedes na Comissão de Constituição e Justiça da Câmara Federal.,O deputado petista foi absolutamente correto nas suas comparações, embora há quem defenda que ele pudesse ter utilizado outras palavras. Não concordo com essa crítica, pois acho que o jovem Dirceu colou ao ministro uma imagem popular, que pode ser compreendida facilmente pelo cidadão comum.,Porém, a violenta reação de Guedes acabou sendo a manchete e o lead do evento, deixando de lado fatos relevantes, que ocorreram na sessão e que deverão orientar todo o debate sobre a reforma que pode afetar a vida de gerações de brasileiros.,Uma primeira observação é que Guedes estava muito bem assessorado, treinado e, provavelmente medicado. Com aparência calma e segura na maior parte do tempo, características que certamente ele adquiriu com um intenso treinamento de mídia training e, eventualmente uma dose de medicamentos tranquilizantes, o posto Ipiranga tentou convencer que ele não é quem ele é: um banqueiro, rentista, especulador e lobista do sistema financeiro.,Guedes chegou a dizer que não é um chicago-boy, apesar de ter estudado em na Universidade de Chicago, onde foi aluno dos mentores a escola ultra neoliberal, que prosperou naquela instituição. O ministro não somente estudou em Chicago, como também esteve no Chile, como operador financeiro, onde ganhou bastante dinheiro.,Outra falácia foi afirmar que, como ministro, ele está “perdendo dinheiro”.,O sacrifício do ministro só é capaz de enganar os muito desinformados. Quem conhece o mercado sabe que rentista não trabalha. Eles ganham dinheiro com o dinheiro, que permanece no sistema financeiro, gerando juros. Desta forma, o posto Ipiranga pode estar no ministério, em uma estação de esqui no Chile ou em uma piscina, que o dinheiro dele estará fazendo mais dinheiro.,Guedes foi com toda a certeza preparado pelos seus assessores, para transmitir a imagem de um estadista, que se sacrifica porque que está preocupado com o país e os mais pobres. É uma imagem que não encontra comprovação em nenhum momento da biografia do posto Ipiranga.,Nesta linha, Guedes também tentou convencer à plateia; que assistia sua performance presencialmente e ao vivo, via TV; da sua intenção de avançar sobre as grandes fortunas, os lucros e os mega-sonegadores. Porém, sempre com a ressalva: depois da “nova previdência”.,Ou seja, o ministro pede um cheque em branco mais uma vez. Entretanto, é difícil acreditar em pessoa que passou a maior parte de sua vida como banqueiro e operador do sistema financeiro vá se voltar contra seus pares – e contra si mesmo.,Nessa toada ele insistiu no discurso pronto de associar a previdência que defende, com a salvação do Brasil, a recuperação da economia e a geração de empregos.,Para dar autoridade aos seus argumentos, a assessoria do ministro preparou diversos números, que foram manejados sempre fora de contexto. Uma prova da má fé de Guedes no manejo de índices foi a apresentação de dados sobre o índice de suicídios no Chile. Ele mencionou números absolutos e os comparou com outros países. Nesse momento, ele fingiu desconhecer que a discussão não se refere aos números absolutos de suicídios da população com mais de 60 anos, que podem ter diversas motivações ao redor do mundo. A denuncia sobre os suicídios de velhos no Chile leva em conta os idosos que se matam devido à dificuldade de sobrevivência com os parcos recursos do modelo de previdência capitalizada daquele país. Se apenas este universo for comparado com outros países, o Chile, o México e a Colômbia estarão entre os primeiros do ranking.,Este episódio revela desonestidade intelectual e compromete toda a linha de argumentação do ministro.,OPOSIÇÃO FOI BEM MAS PODERIA TER SE PREPARADO MELHOR,Embora diversos parlamentares do PSOL, PT, PSB e PDT tenham feito ótimas intervenções políticas, poucos apareceram com números que pudessem contestar o ministro. As exceções foram Paulo Teixeira, Clarissa Garotinho e Gleisi Hoffmann.,Os dois primeiros pediram ao ministro respostas mais objetivas sobre a questão das regras de transição, que serão dolorosas. Guedes preferiu se ater a um ponto secundário apontado pela deputada Clarissa, que percebeu um erro de português na redação do documento, mas fugiu do ponto substantivo que é a crueldade da transição quase supersônica que se pretende fazer – uma maldade.,Gleisi lançou um questionamento fundamental, que abala um dos pontos centrais dos argumentos que defendem a proposta do posto Ipiranga: nos países onde a capitalização proposta por Paulo Guedes foi implantada, houve grave prejuízo para a economia. Os dados trazidos ao debate pela ex-senadora são alarmantes: no Chile a capitalização, embora penalize os aposentados, aumentou o custo da previdência para os cofres públicos em mais de 130%; no Brasil, a previsão é de aumentar em 200%. A deputada que preside o PT também alertou que no México o impacto da capitalização fez o custo da previdência ir de 1%, para 4% do PIB, enquanto na Colômbia, a variação foi de 1,5%, também, para 4% do PIB.,Portanto, o projeto de capitalização da previdência, pelo que a experiencia internacional comprova, traz graves prejuízos para os países aonde foi implantada e não a salvação pregada por Guedes.,Pelos dados apresentados por Gleisi Hoffmann, somente os bancos tem benefícios com o sistema.,No plano político é importante destacar as falas dos deputados Alessandro Molon (PSB) e Paulo Pimenta (PT). O primeiro observou que o Presidente da República não se coloca publicamente em defesa da proposta de Guedes, porque tem vergonha dela e teme perder seus apoiadores.,Paulo Pimenta constatou que o posto Ipiranga foi deixado sozinho para defender a sua previdência, pois além do presidente, nem mesmo a base do governo esteve presente para apoiar o ministro. Pimenta foi taxativo: “você está sozinho”.,O isolamento de Guedes é claramente percebido. Exceto pouquíssimos deputados despreparados, em geral militares ou policiais, nenhum parlamentar mais experiente do campo conservador se animou a defender o ministro. Do lado da bancada dita governista o que se viu foram alguns elogios puxa-sacos e o argumento esdruxulo do relator da reforma da previdência, Delegado da PF Marcelo Freitas, do PSL-MG.,O delegado tentou provar, de maneira patética, que o posto Ipiranga tem apoio. Sua fala foi um anticlímax, inclusive pela sua figura. Freitas estava vestido como um capanga de baixo nível da máfia – os capos usam figurinos bem mais elegantes, do que aquele grosseiro conjunto de terno e camisa preta. O delegado-deputado tentou justificar que a previdência de Guedes é justa porque fará com que funcionários públicos, como ele, não possam mais se aposentar com pouco mais de 40 anos.,Na sua absoluta falta de noção, Freitas não consegue entender que funcionários públicos da elite concurseira, como ele, os promotores, juízes e outros, deveriam de fato ser alvo, não só de uma reforma seria da previdência, como também de um enquadramento republicano. O delegado está longe de ser um exemplo do trabalhador brasileiro, que será penalizado aos milhões.,A participação de Freitas na sessão serviu apenas para desnudar a incompetência, o despreparo e a fragilidade intelectual da bancada que defende o governo com mais entusiasmo.,A primeira batalha foi vencida pela oposição. Embora a vitória pudesse ter sido esmagadora, o sistema financeiro, ao qual Guedes é vinculado, sentiu o golpe. O dólar oscila com viés de aumento e a bolsa prossegue caindo. Esses índices não tem relação com a economia real que atinge os brasileiros com o assustador desemprego e a rápida extinção do mercado interno, mas indicam que os sensores do sistema financeiro – o maior interessado na bolada de um trilhão de reais – estão percebendo que a guerra não será fácil.,O ESCORPIÃO E O SAPO,O posto Ipiranga, agora também conhecido como Tchutchuca dos banqueiros, se comportou na CCJ como o escorpião da fábula, que pede a um sapo que o leve através de um rio. O sapo tem medo de ser picado durante a viagem, mas o escorpião argumenta que se picar, o sapo iria afundar e o escorpião se afogaria. O sapo concorda e começa a carregar o escorpião. Mas no meio do caminho, o escorpião ferroa o sapo, condenando ambos. Quando perguntado por que o escorpião havia picado, ele responde: que esta é a sua natureza e ele nada poderia fazer para mudar.,Guedes perseverou em convencer que não é rentista, operador, especulador, banqueiro e lobista. Seu discurso bem construído por seus assessores insistiu no argumento de que ele assumiu o ministério, para defender os pobres e oprimidos. Quem o conhece sabe que esta não é a sua natureza. O entrevero final com Zeca Dirceu confirma que o escorpião não consegue fugir à sua natureza e pica antes da hora.,Para a oposição fica a lição de que os deputados do campo democrático devem se preparar melhor para o debate. A impressão que transpareceu a quem assistiu a sessão pela TV é que a única pessoa, que havia de fato se preparado para o debate, apesar de boas falas de deputados do PT, PSOL, PSB e PDT, foi a Clarissa Garotinho. É também evidente que, quando confrontado com números, o Tchutchuca dos bancos foge para outro tema.,É BOM LEMBRAR DO CARTÃO DE CRÉDITO E DO CHEQUE ESPECIAL,Uma linha de argumentação que fez falta foi explicar que a previdência é uma política pública, de proteção social. A proposta de Guedes – que ele não negou na CCJ – é transferir um trilhão de reais para o sistema privado. O ministro pretende estabelecer um gigantesco sistema de agiotagem com o dinheiro de uma multidão de brasileiros.,Independente do nome fantasia – bancos ou fundos – o dinheiro de milhões de brasileiros, na capitalização, vai para o sistema financeiro.,Portanto, será bom lembrar às pessoas como é que as instituições financeiras tratam seus correntistas: basta lembrar dos juros extorsivos do cartão de crédito, do cheque especial ou dos empréstimos.,Os bancos não negociam com solidariedade. Eles miram o lucro e não entra na sua contabilidade qualquer espécie de proteção social. Portanto é ingenuidade esperar um comportamento diferente das instituições planejadas por Guedes. O que ele quer é bom para os bancos e ruim para o país e os brasileiros.",https://www.diariodocentrodomundo.com.br/bolsonaro-e-seu-posto-ipiranga-sao-derrotados-na-primeira-batalha-da-guerra-pela-previdencia-por-evilazio-gonzaga/,Politica,Bolsonaro e seu Posto Ipiranga são derrotados na primeira batalha da guerra pela Previdência. Por Evilázio Gonzaga,Diario do Centro do Mundo
04/Apr/2019 19:32:32,,"Um levantamento publicado pelo jornal O Estado de São Paulo no último sábado (2) mostrou que cerca de 130 representantes das Forças Armadas estão presentes atualmente no Poder Executivo federal sob o governo de Jair Bolsonaro (PSL).,Distribuídos em funções de diferentes níveis de gerência, eles estão no primeiro escalão, representando oito do total de 22 ministros, com participação em diferentes áreas, como segurança institucional, infraestrutura, transparência pública, minas e energia, ciência e tecnologia, etc.,De acordo com outra contagem feita pelo Estadão em dezembro passado, o número de militares na cúpula da gestão é maior que o do governo do general Castelo Branco (1964-1967), que deu a largada do ciclo ditatorial no Brasil somando cinco ministros com esse perfil.,Além disso, representantes das Forças Armadas ocupam cargos de comando no segundo e no terceiro escalões da gestão Bolsonaro, como secretarias, chefias de gabinete, diretorias e outros núcleos de poder, a exemplo das presidências da Fundação Nacional do Índio (Funai) e do Incra (Instituto Nacional de Colonização e Reforma Agrária (Incra).,Para Rosa Cimiana dos Santos, integrante do Comitê de Acompanhamento da Sociedade Civil (Casc) que atua junto à Comissão de Anistia do Ministério da Justiça, o retorno de militares ao poder governamental passa por uma superação ainda incompleta do período da ditadura.,Ela considera que esse processo vinha dando sinais desde o governo de Michel Temer (MDB), em que o ministro da Justiça, Torquato Jardim, por exemplo, contava com militares entre seus assessores. O agora ex-ministro teve, no passado, ligação com a ditadura militar, ocupando diferentes cargos ao longo do período, como o de chefe do Gabinete Civil da Presidência do governo de João Figueiredo (1981-1985).,“Eles [os militares] só estavam quietos, dentro do armário, mas agora saíram, e saíram com força total. Eles já vinham se preparando há muito tempo, e eu acho que nós, como esquerda, ex-perseguidos e atuais perseguidos políticos, não nos preparamos. Achamos que estávamos virando uma página da história. Se você não pune os torturadores, isso não fica bem resolvido, não se resolve”, assinala.,Para a historiadora Ana Rita Fonteles, professora do Departamento de História da Universidade Federal do Ceará (UFC), a presença da ala militar no governo suscita diferentes níveis de análise. Ela destaca, em primeiro plano, os traços que demarcam, de modo geral, a presença de representantes das Forças Armadas no poder.,“Eles não estão na política com igualdade de condições porque detêm as armas e, para além disso, um ethos  [conjunto dos costumes e hábitos] também diferente do que seria o dos políticos do mundo civil – uma hierarquia que é própria, uma dificuldade muito grande de lidar com a questão da diversidade de convicções, da pluralidade de opiniões, e a questão principal de poder impor ou tolher determinados posicionamentos a partir das armas e dos seus interesses”, analisa.,A pesquisadora resgata como exemplo o posicionamento manifestado, ainda em novembro de 2018, pelo general Eduardo Villas Bôas, então comandante do Exército, a respeito da disputa que envolveu um dos pedidos de habeas corpus do ex-presidente Lula (PT) no Superior Tribunal Federal (STF), em abril do mesmo ano.,Durante uma entrevista, Villas Bôas, que hoje atua no Gabinete de Segurança Institucional (GSI) do governo Bolsonaro, sugeriu que o Exército teria cogitado “intervir” caso o STF desse ganho de causa ao petista. A declaração incendiou o debate público, sendo repudiada por juristas e outros atores.,“É um tipo de participação maciça e, vamos dizer, inadequada também do ponto de vista da expressão política, que faz com que a sociedade se sinta ameaçada”, observa Ana Rita Fonteles em relação à manifestação do general.,Analisando a linha do tempo da história do Brasil, a pesquisadora sublinha que não é novidade a presença de membros das Forças Armadas em movimentos ou ações de cunho político. Ela acrescenta que essa participação vai além do período da ditadura civil-militar (1964-1985) e que nem sempre os militares estiveram em campo para atuar politicamente em defesa de práticas autoritárias e conservadoras.,A professora destaca que, em diferentes momentos, houve registro da participação de agentes militares em insurreições de natureza mais democrática. Ela cita como exemplo a figura de Luís Carlos Prestes, tenente e político comunista que liderou a chamada Coluna Prestes. Crítico do período da República Velha, o movimento lutava por pautas como voto secreto e obrigatoriedade do ensino público e primário.,Ana Rita Fonteles frisa, no entanto, que os militares que hoje estão no cenário político se enquadrariam em um perfil situado em outro espectro, voltado à defesa dos interesses de grupos como a elite agrária e econômica, o capital financeiro, entre outros.,“São categorias a favor, por exemplo, da revogação da demarcação de terras indígenas, que defendem o avanço sobre terras na Amazônia pro desenvolvimento de uma agricultura predatória que combatem os movimentos sociais que desacreditam a política como campo de relações próprias pra discussão de determinados temas, que querem liberar as armas”, exemplifica a historiadora.,Nesse embalo, ela acrescenta que a ideologia que mobiliza tais grupos tende a travar políticas públicas ligadas aos interesses populares porque oxigena a defesa de pautas que caminham em sentido contrário. Ela cita, por exemplo, a militarização da educação, a expansão de uma política rural de concentração de terras e as medidas neoliberais como a reforma da Previdência, que vêm sendo colocadas pelo governo Bolsonaro.,Ao traçar um paralelo com os governos ditatoriais, por exemplo, em termos de ideário de país, Ana Rita Fonteles grifa que a gestão de Bolsonaro, apesar de contar com a presença massiva e ostensiva de representantes das Forças Armadas em postos estratégicos, vive uma contradição entre o discurso de sustentação do patriotismo, típico do militarismo, e a implementação de medidas que divergem da defesa do patrimônio nacional, como é o caso da política de privatizações.,“Os militares [da ditadura] tinham um lado também, eles também estavam servindo as elites, mas tinham um projeto de Brasil muito baseado na doutrina de segurança nacional e alguns princípios muito claros, que hoje a gente não vê nem em termos de projeto de desenvolvimento nem de princípios que seriam caros a uma cultura militar. Muito claramente, eles entram hoje mais na defesa da garantia de um certo projeto de governo do que de país”, acredita.",https://www.diariodocentrodomundo.com.br/governo-bolsonaro-tem-cerca-de-130-militares-em-cargos-de-confianca-por-cristiane-sampaio/,Politica,Governo Bolsonaro tem cerca de 130 militares em cargos de confiança. Por Cristiane Sampaio,Diario do Centro do Mundo
04/Apr/2019 17:26:03,," ,O assunto da semana na internet e nos bastidores do catastrófico Governo Bolsonaro foi o piti de Paulo Guedes ao ser chamado de “tchutchuca” pelo Deputado Zeca Dirceu durante a sessão da Comissão de Constituição e Justiça (CCJ) da Câmara, que discutia a reforma da Previdência.,O deputado petista disse que Guedes é “tigrão” com os aposentados, agricultores e professores, e “tchutchuca” com a turma mais privilegiada do país e seus amigos banqueiros (risos).,E tá errado? Inclusive ótima metáfora funkística (que faz referência ao saudoso Bonde do Tigrão, sensação de 2001).,Na ocasião, o Ministro ficou irritadíssimo e gritou com cólera (e com o microfone desligado): “TCHUCHUCA É A SUA MÃE E A SUA AVÓ!!!”,Ah, o governo dos adultos!,Estava tudo muito divertido até resolverem problematizar. Mais especificamente, até Manuela D’ávila resolver problematizar.,Revoltadíssima com a piada, ela fez textão no Instagram. “Não tem graça nenhuma porque nós mulheres não somos mais fracas nem somos responsáveis por essa desgraça de governo.”,Pelo amor de deus.,É por isso que nem a esquerda suporta mais a esquerda – ou ao menos essa nova esquerdx cerveja artesanal que paga $100 em um canudo de alumínio e substitui as vogais por X.,É muita problematização chique. É muita sede de lacração. É muita falta de senso de humor.,Oficialmente, perdemos a capacidade de rir, a alegria e a fé no deboche, e eu não conheço receita mais certeira para o fracasso do que essa.,Em que momento alguém disse que mulheres são responsáveis por essa desgraça de governo – um governo que, todos sabem, sequer inclui as mulheres? O que, aliás, uma coisa tem a ver com a outra?,Chamar um coroa carrancudo e antiquado de “tchutchuca” é engraçado pelo simples fato de ele ficar putíssimo com isso. Ponto. Vamos deixar de zoar um Ministro inimigo do povo com um termo tirado de um funk carioca porque isso é “machista”?,É verdade que Zeca Dirceu usou “tchutchuca” como sinônimo de doçura e delicadeza, e “tigrão” como sinônimo de vilania, mas e daí? É o fim do mundo? Vale mesmo essa revolta toda, ou o textão foi só pela lacrada?,Num governo caótico e num momento delicadíssimo em que a esquerda precisa urgentemente resistir às investidas ultraconservadoras e enfim se reinventar, onde afinal encontram tempo para procurarem chifre na cabeça de piolho?,O país em vias de um colapso e vocês aí inventando lacrada desnecessária sem pé nem cabeça?,Dá licença.",https://www.diariodocentrodomundo.com.br/guedes-nao-e-mulherzinha-a-lacrada-desnecessaria-de-manuela-davila-por-nathali-macedo/,Comportamento,“Guedes não é mulherzinha” – A lacrada desnecessária de Manuela D’Ávila. Por Nathalí Macedo,Nathalí Macedo
30/Mar/2019 18:42:39,,"Eu vou fazer um post explicando de maneira simples as AFPs chilenas, tenho falado com muita gente que entende melhor do que eu, porque não quero falar besteira.,
O Chile é um país maravilhoso, com coisas sensacionais para se copiar, mas o sistema previdenciário e o sistema de saúde não são eles.,“Legenda: “Mario Nuñez, 71 anos. Dirige um ônibus por DEZ horas diárias. Não pode se aposentar, porque 9 EM CADA 10 CHILENOS SE APOSENTA COM MENOS DE CLP$150.000 (R$750). Por obrigação leva sua esposa com ele. Ela tem ALZHEIMER. Ele não pode pagar alguém para cuidar-la. Isso é Chile.”,O salário mínimo chileno é de CLP 290.000. Feitos os descontos obrigatórios, ficam cerca de CLP 240.000. NOVE em cada DEZ chilenos não recebe de aposentadoria nem mesmo o mínimo. Um aluguel em região longe em áreas mais pobres é de CLP 150.000 (R$750). Eu gasto no mercado, mensalmente CLP 60000 (R$ 300).,
O banco BTG Pactual, do Paulo Guedes é um dos bancos que manejam o dinheiro dos fundos de pensões chilenos.,
Por que VOCÊ acha que a primeira viagem do novo governo será para o Chile??,Não importa qual foi o seu voto. Mas essa reforma proposta nos afeta a TODOS.,Não acredita? Digite Banco BTG Pactual+AFP.,
Hoje isso é Chile. Se a Reforma proposta passar, logo será Brasil.",https://www.diariodocentrodomundo.com.br/o-que-sao-as-afps-chilenas-por-caroline-quandt/,Economia,O que são as AFPs chilenas. Por Caroline Quandt,Diario do Centro do Mundo
30/Mar/2019 18:02:36,,,https://www.diariodocentrodomundo.com.br/video-villa-irado-desafia-o-ignorante-ernesto-araujo-para-debate-venha-aqui-se-e-homem/,Economia,VÍDEO – Villa irado desafia o “ignorante” Ernesto Araújo para debate: “Venha aqui se é homem”,Joaquim de Carvalho
04/Apr/2019 14:22:49,,"Depois da primeira edição do Big Brother Brasil, em 2002, nunca mais vi um episódio do reality show, mas é inegável que o programa da Globo continua tendo repercussão.,Jean Wyllys se tornou conhecido ao participar de uma das edições do programa e, com sua personalidade e discurso, levantar a bandeira LGBT.,Desta vez, quem está na arena é Rodrigo França, que esta semana deixou o Big Brother Brasil com alto índice de rejeição: 69,7% das pessoas votaram para que ele fosse eliminado.,Rodrigo, ator e dramaturgo, não teria ficado chateado com a eliminação, como contam seus parentes, com quem eu conversei, mas com o linchamento moral que a família tem sofrido nas redes sociais.,“Minha mãe está tomando medicamento, depois de ser xingada nas redes”, contou Fábio, irmão de Rodrigo (o brother, por razões contratuais, só pode dar entrevista em veículos da Globo).,O “crime” da mãe de Rodrigo, Vera Lúcia Ferreira da Silva, conhecida como Dona Verinha, foi ter feito sucesso na rede social, com o funk “Deixa o menino roncar”.,A música foi uma resposta bem-humorada a uma das primeiras situações de hostilidade que Rodrigo enfrentou na casa do Big Brother.,Ele não era o único que roncava ali, mas foi o único que foi colocado para fora do quarto e teve que dormir em outro lugar.,Dona Verinha começou a ser ofendida com expressões racistas em sua rede social, e caiu em depressão. Para ela, foi um alívio o filho ter sido eliminado do Big Brother.,O episódio do ronco, porém, não foi o mais grave. A notória Paula disse que não indicaria Rodrigo para o paredão “porque ele mexe com esses trechos, de Oxum deles lá”.,Quando soube, Rodrigo tomou a decisão de não deixar barato. “Mais uma vez, se coloca o Candomblé como algo maligno, perverso, sem o cuidado de se perguntar sobre o que se fala”, disse ele, em uma das entrevistas à Globo.,Na rede social, o ataque a ele tem sido pesado. Internautas o chamaram de macaco, disseram que seu lugar era no zoológico e o definiram como “lixo para a sociedade”.,Assim como Jean Wyllys, tempos atrás, Rodrigo tem uma trajetória que o diferencia de outros brothers. Como ator, se destacou no teatro por peças de forte conteúdo político.,Encenou o Pequeno Príncipe Negro, quando conheceu o advogado Ricardo Brajterman. Os dois são amigos e ambos lutam por causas parecidas, Rodrigo no movimento negro, Ricardo como judeu.,Ricardo foi diretor jurídico da Federação Israelita do Rio de Janeiro, da qual se afastou depois de um episódio polêmico, em que a Hebraica convidou Jair Bolsonaro para fazer uma palestra.,Foi quando, pré-candidato a presidente, Bolsonaro citou o caso de um quilombo, em que se referiu a seus moradores com peso em arrouba, como se fossem animais.,Também comparou o nascimento da sua filha a uma “fraquejada”.,Brajterman, que é conhecido por posturas corajosas e é professor de direito na PUC, aceitou o desafio de mover ações contra os autores das mensagens racistas.,“O primeiro passo será identificar os agressores, porque sabemos que elas partiram de perfis fake e também de perfis verdadeiros. Eles responderão por seus atos”, disse o advogado ao DCM.,Ricardo também estuda apresentar uma queixa diretamente na delegacia de combate a crimes de intolerância, onde já teria sido aberta uma investigação por conta de manifestações racistas da participante do Big Brother Paula.,“Pelo contato que tive com a família, tenho certeza da disposição deles de ir até o fim. E poderão contar comigo. Esse tipo de crime não pode ficar impune”, afirmou.,Outras medidas em estudo são ações civis, em que os agressores serão cobrados para indenizar os ofendidos.,Numa época em que o preconceito, o racismo e a intolerância foram empoderados pela eleição de Jair Bolsonaro, essas ações podem ter caráter pedagógico.,O Big Brother, enfim, poderá servir para algo útil, que vá além de uma vitrine para pessoas em busca de quinze minutos de fama e como programa de televisão para ajudar o tempo passar a pessoas que não têm coisa melhor para fazer., , , , ",https://www.diariodocentrodomundo.com.br/racismo-e-intolerancia-religiosa-big-brother-brasil-terminara-na-policia/,Brasil,Racismo e intolerância religiosa: Big Brother Brasil terminará na polícia,Joaquim de Carvalho
